hid,occupant,htype,hsize,geoid,Floor,income,FPL,x,y,ZIP
3987,3725,family,2,12057011410,2,64507,370,-82.55071854102113,28.1022835429592,33625
3988,3727,family,2,12057011410,1,47751,274,-82.5508599484494,28.10101377531341,33625
3988,3728,family,2,12057011410,1,47751,274,-82.5508599484494,28.10101377531341,33625
3989,3733,family,2,12057011410,1,93403,536,-82.55133017393251,28.10101060761532,33625
3989,3736,family,2,12057011410,1,93403,536,-82.55133017393251,28.10101060761532,33625
3990,3743,family,2,12057011410,1,88624,509,-82.55197122810999,28.101372262712676,33625
3990,3752,family,2,12057011410,1,88624,509,-82.55197122810999,28.101372262712676,33625
3990,3755,family,2,12057011410,2,27572,158,-82.55197122810999,28.101372262712676,33625
3990,3757,family,2,12057011410,2,27572,158,-82.55197122810999,28.101372262712676,33625
3990,3758,family,2,12057011410,3,37054,213,-82.55197122810999,28.101372262712676,33625
3990,3761,family,2,12057011410,3,37054,213,-82.55197122810999,28.101372262712676,33625
3990,3764,family,2,12057011410,4,65057,373,-82.55197122810999,28.101372262712676,33625
3990,3769,family,2,12057011410,4,65057,373,-82.55197122810999,28.101372262712676,33625
3991,3770,family,2,12057011410,1,215657,1238,-82.55245717818725,28.100474703184307,33625
3991,3772,family,2,12057011410,1,215657,1238,-82.55245717818725,28.100474703184307,33625
3992,3774,family,2,12057011410,1,87446,502,-82.55245543384672,28.100100546409376,33625
3992,3783,family,2,12057011410,1,87446,502,-82.55245543384672,28.100100546409376,33625
3993,3785,family,2,12057011410,1,102675,589,-82.5520980403301,28.100478380188445,33625
3993,3786,family,2,12057011410,1,102675,589,-82.5520980403301,28.100478380188445,33625
3994,3789,family,2,12057011410,1,129034,741,-82.55178918849845,28.100481468414102,33625
3994,3792,family,2,12057011410,1,129034,741,-82.55178918849845,28.100481468414102,33625
3995,3796,family,2,12057011410,1,95851,550,-82.55147686619772,28.10048341945697,33625
3995,3801,family,2,12057011410,1,95851,550,-82.55147686619772,28.10048341945697,33625
3996,3804,family,2,12057011410,1,53465,307,-82.55116576923822,28.10048557429623,33625
3996,3810,family,2,12057011410,1,53465,307,-82.55116576923822,28.10048557429623,33625
3997,3811,family,2,12057011410,1,139469,801,-82.55085683679863,28.10048715056116,33625
3997,3812,family,2,12057011410,1,139469,801,-82.55085683679863,28.10048715056116,33625
3998,3816,family,2,12057011410,1,201881,1159,-82.55085591654789,28.1001156366718,33625
3998,3820,family,2,12057011410,1,201881,1159,-82.55085591654789,28.1001156366718,33625
3999,3821,family,2,12057011410,1,113479,651,-82.55209668953589,28.100104521369456,33625
3999,3831,family,2,12057011410,1,113479,651,-82.55209668953589,28.100104521369456,33625
4000,3834,family,2,12057011410,1,41585,239,-82.55245137363646,28.09958903631897,33625
4000,3837,family,2,12057011410,1,41585,239,-82.55245137363646,28.09958903631897,33625
4000,3838,family,2,12057011410,2,133296,765,-82.55245137363646,28.09958903631897,33625
4000,3839,family,2,12057011410,2,133296,765,-82.55245137363646,28.09958903631897,33625
4001,3841,family,2,12057011410,1,125180,719,-82.55116352084056,28.100112510922077,33625
4001,3842,family,2,12057011410,1,125180,719,-82.55116352084056,28.100112510922077,33625
4002,3845,family,2,12057011410,1,72670,417,-82.55147477615472,28.1001100877515,33625
4002,3850,family,2,12057011410,1,72670,417,-82.55147477615472,28.1001100877515,33625
4003,3851,family,2,12057011410,1,122685,704,-82.55178754376746,28.100107868077597,33625
4003,3852,family,2,12057011410,1,122685,704,-82.55178754376746,28.100107868077597,33625
4004,3856,family,2,12057011410,1,80309,461,-82.55209144163486,28.09959153584682,33625
4004,3858,family,2,12057011410,1,80309,461,-82.55209144163486,28.09959153584682,33625
4005,3859,family,2,12057011410,1,213353,1225,-82.55178276703303,28.09959324293639,33625
4005,3860,family,2,12057011410,1,213353,1225,-82.55178276703303,28.09959324293639,33625
4006,3863,family,2,12057011410,1,51131,294,-82.55146801975626,28.099595550703174,33625
4006,3866,family,2,12057011410,1,51131,294,-82.55146801975626,28.099595550703174,33625
4007,3867,family,2,12057011410,1,50232,288,-82.55098067914787,28.09959898759689,33625
4007,3873,family,2,12057011410,1,50232,288,-82.55098067914787,28.09959898759689,33625
4007,3876,family,2,12057011410,2,47570,273,-82.55098067914787,28.09959898759689,33625
4007,3878,family,2,12057011410,2,47570,273,-82.55098067914787,28.09959898759689,33625
4133,3883,family,2,12057011410,1,55704,320,-82.55288838682993,28.10025439622393,33625
4133,3889,family,2,12057011410,1,55704,320,-82.55288838682993,28.10025439622393,33625
4134,3892,family,2,12057011410,1,212155,1218,-82.55289455526707,28.10084784321665,33625
4134,3898,family,2,12057011410,1,212155,1218,-82.55289455526707,28.10084784321665,33625
4135,3899,family,2,12057011410,1,44656,256,-82.55291455342125,28.10113805146648,33625
4135,3900,family,2,12057011410,1,44656,256,-82.55291455342125,28.10113805146648,33625
4136,3907,family,2,12057011410,1,40658,233,-82.55291531936177,28.101413068713764,33625
4136,3909,family,2,12057011410,1,40658,233,-82.55291531936177,28.101413068713764,33625
4137,3911,family,2,12057011410,1,225072,1292,-82.55291569610173,28.10168841793663,33625
4137,3914,family,2,12057011410,1,225072,1292,-82.55291569610173,28.10168841793663,33625
4138,3916,family,2,12057011410,1,55248,317,-82.55291602589742,28.10196512938796,33625
4138,3922,family,2,12057011410,1,55248,317,-82.55291602589742,28.10196512938796,33625
4139,3926,family,2,12057011410,1,55420,318,-82.55291591180408,28.102243355048497,33625
4139,3929,family,2,12057011410,1,55420,318,-82.55291591180408,28.102243355048497,33625
4140,3933,family,2,12057011410,1,117323,673,-82.55291832827535,28.102519301868213,33625
4140,3934,family,2,12057011410,1,117323,673,-82.55291832827535,28.102519301868213,33625
4141,3935,family,2,12057011410,1,57174,328,-82.55292060045436,28.10279197682774,33625
4141,3938,family,2,12057011410,1,57174,328,-82.55292060045436,28.10279197682774,33625
4142,3941,family,2,12057011410,1,105840,608,-82.55292269841082,28.103065352828956,33625
4142,3942,family,2,12057011410,1,105840,608,-82.55292269841082,28.103065352828956,33625
4143,3943,family,2,12057011410,1,241695,1387,-82.55292528842703,28.10333909522663,33625
4143,3945,family,2,12057011410,1,241695,1387,-82.55292528842703,28.10333909522663,33625
4144,3952,family,2,12057011410,1,5978,34,-82.5529275412926,28.103612799511065,33625
4144,3953,family,2,12057011410,1,5978,34,-82.5529275412926,28.103612799511065,33625
4145,3954,family,2,12057011410,1,83441,479,-82.55293220481899,28.104159402641123,33625
4145,3957,family,2,12057011410,1,83441,479,-82.55293220481899,28.104159402641123,33625
4146,3959,family,2,12057011410,1,65898,378,-82.55289858819191,28.104497548554377,33625
4146,3962,family,2,12057011410,1,65898,378,-82.55289858819191,28.104497548554377,33625
4147,3972,family,2,12057011410,1,52011,299,-82.55319840157892,28.10476935771229,33625
4147,3974,family,2,12057011410,1,52011,299,-82.55319840157892,28.10476935771229,33625
6683,3517,family,2,12057011410,1,62461,359,-82.567500365902,28.094760286210004,33625
6683,3518,family,2,12057011410,1,62461,359,-82.567500365902,28.094760286210004,33625
6684,3519,family,2,12057011410,1,88336,507,-82.57014101077894,28.094695529451272,33625
6684,3520,family,2,12057011410,1,88336,507,-82.57014101077894,28.094695529451272,33625
6685,3521,family,2,12057011410,1,82482,473,-82.56983631732413,28.094378484800067,33625
6685,3522,family,2,12057011410,1,82482,473,-82.56983631732413,28.094378484800067,33625
6686,3523,family,2,12057011410,1,38687,222,-82.56898161290289,28.094888736142234,33625
6686,3524,family,2,12057011410,1,38687,222,-82.56898161290289,28.094888736142234,33625
6686,3525,family,2,12057011410,2,74083,425,-82.56898161290289,28.094888736142234,33625
6686,3526,family,2,12057011410,2,74083,425,-82.56898161290289,28.094888736142234,33625
6687,3527,family,2,12057011410,1,78426,450,-82.56822562385608,28.09488390497941,33625
6687,3528,family,2,12057011410,1,78426,450,-82.56822562385608,28.09488390497941,33625
6687,3529,family,2,12057011410,2,52518,301,-82.56822562385608,28.09488390497941,33625
6687,3530,family,2,12057011410,2,52518,301,-82.56822562385608,28.09488390497941,33625
6689,3531,family,2,12057011410,1,216050,1240,-82.56726951519016,28.09529395619301,33625
6689,3532,family,2,12057011410,1,216050,1240,-82.56726951519016,28.09529395619301,33625
6690,3533,family,2,12057011410,1,65145,374,-82.56984156819675,28.0954681165748,33625
6690,3534,family,2,12057011410,1,65145,374,-82.56984156819675,28.0954681165748,33625
6691,3535,family,2,12057011410,1,79449,456,-82.57007266680421,28.09511562487472,33625
6691,3536,family,2,12057011410,1,79449,456,-82.57007266680421,28.09511562487472,33625
6811,3537,family,2,12057011410,1,93018,534,-82.57116409021201,28.09066194799757,33625
6811,3538,family,2,12057011410,1,93018,534,-82.57116409021201,28.09066194799757,33625
6812,3539,family,2,12057011410,1,18868,108,-82.57149153786257,28.091830268010817,33625
6812,3540,family,2,12057011410,1,18868,108,-82.57149153786257,28.091830268010817,33625
6813,3541,family,2,12057011410,1,246917,1417,-82.57081818513159,28.091121252330847,33625
6813,3542,family,2,12057011410,1,246917,1417,-82.57081818513159,28.091121252330847,33625
6814,8217,nonfamily,2,12057011410,1,59505,342,-82.57116009802893,28.08906468401253,33625
6814,8218,nonfamily,2,12057011410,1,59505,342,-82.57116009802893,28.08906468401253,33625
6818,3544,family,2,12057011410,1,189418,1087,-82.5725725151928,28.091240926788497,33625
6818,3545,family,2,12057011410,1,189418,1087,-82.5725725151928,28.091240926788497,33625
6825,3547,family,2,12057011410,1,116278,667,-82.57218935091954,28.08998159704453,33625
6825,3548,family,2,12057011410,1,116278,667,-82.57218935091954,28.08998159704453,33625
7116,3549,family,2,12057011410,1,86736,498,-82.56714839722814,28.08757967243326,33625
7116,3550,family,2,12057011410,1,86736,498,-82.56714839722814,28.08757967243326,33625
7117,3551,family,2,12057011410,1,41830,240,-82.56714930530734,28.087788202010888,33625
7117,3552,family,2,12057011410,1,41830,240,-82.56714930530734,28.087788202010888,33625
7118,3553,family,2,12057011410,1,42778,246,-82.56713760518178,28.088005173214377,33625
7118,3554,family,2,12057011410,1,42778,246,-82.56713760518178,28.088005173214377,33625
7119,3555,family,2,12057011410,1,40513,233,-82.56704132666212,28.088200910555333,33625
7119,3557,family,2,12057011410,1,40513,233,-82.56704132666212,28.088200910555333,33625
7120,3558,family,2,12057011410,1,123356,708,-82.56693889658922,28.08842590536159,33625
7120,3559,family,2,12057011410,1,123356,708,-82.56693889658922,28.08842590536159,33625
7120,3560,family,2,12057011410,2,32370,186,-82.56693889658922,28.08842590536159,33625
7120,3561,family,2,12057011410,2,32370,186,-82.56693889658922,28.08842590536159,33625
7121,3562,family,2,12057011410,1,210148,1206,-82.56668906142279,28.08839677994137,33625
7121,3564,family,2,12057011410,1,210148,1206,-82.56668906142279,28.08839677994137,33625
7122,3565,family,2,12057011410,1,190769,1095,-82.56641209700359,28.088390847708396,33625
7122,3566,family,2,12057011410,1,190769,1095,-82.56641209700359,28.088390847708396,33625
7123,3567,family,2,12057011410,1,93616,537,-82.56624438814966,28.08862644801029,33625
7123,3569,family,2,12057011410,1,93616,537,-82.56624438814966,28.08862644801029,33625
7124,3572,family,2,12057011410,1,225591,1295,-82.56636576312192,28.088883991378367,33625
7124,3573,family,2,12057011410,1,225591,1295,-82.56636576312192,28.088883991378367,33625
7125,3575,family,2,12057011410,1,153473,881,-82.56665727669527,28.088904705947428,33625
7125,3576,family,2,12057011410,1,153473,881,-82.56665727669527,28.088904705947428,33625
7126,3577,family,2,12057011410,1,24549,141,-82.5669262093243,28.08887177123629,33625
7126,3579,family,2,12057011410,1,24549,141,-82.5669262093243,28.08887177123629,33625
7127,3580,family,2,12057011410,1,45615,262,-82.56703654393095,28.08908732438991,33625
7127,3583,family,2,12057011410,1,45615,262,-82.56703654393095,28.08908732438991,33625
7127,3584,family,2,12057011410,2,145188,833,-82.56703654393095,28.08908732438991,33625
7127,3585,family,2,12057011410,2,145188,833,-82.56703654393095,28.08908732438991,33625
7128,3586,family,2,12057011410,1,134872,774,-82.56718291765691,28.089265899648087,33625
7128,3587,family,2,12057011410,1,134872,774,-82.56718291765691,28.089265899648087,33625
7129,3589,family,2,12057011410,1,81210,466,-82.5674381126296,28.08943100256841,33625
7129,3590,family,2,12057011410,1,81210,466,-82.5674381126296,28.08943100256841,33625
7129,3591,family,2,12057011410,2,71604,411,-82.5674381126296,28.08943100256841,33625
7129,3592,family,2,12057011410,2,71604,411,-82.5674381126296,28.08943100256841,33625
7130,3594,family,2,12057011410,1,125443,720,-82.56741448658296,28.08965883196616,33625
7130,3595,family,2,12057011410,1,125443,720,-82.56741448658296,28.08965883196616,33625
7131,3596,family,2,12057011410,1,245433,1409,-82.56736450186725,28.089843967851557,33625
7131,3597,family,2,12057011410,1,245433,1409,-82.56736450186725,28.089843967851557,33625
7132,3598,family,2,12057011410,1,58648,337,-82.56731355646444,28.09004383060157,33625
7132,3601,family,2,12057011410,1,58648,337,-82.56731355646444,28.09004383060157,33625
7132,3602,family,2,12057011410,2,111704,641,-82.56731355646444,28.09004383060157,33625
7132,3603,family,2,12057011410,2,111704,641,-82.56731355646444,28.09004383060157,33625
7133,3604,family,2,12057011410,1,88873,510,-82.56720322456185,28.090264518427176,33625
7133,3606,family,2,12057011410,1,88873,510,-82.56720322456185,28.090264518427176,33625
7134,3607,family,2,12057011410,1,107115,615,-82.56689338471396,28.090274042088065,33625
7134,3608,family,2,12057011410,1,107115,615,-82.56689338471396,28.090274042088065,33625
7135,3609,family,2,12057011410,1,166251,954,-82.56669043757202,28.0905317495225,33625
7135,3610,family,2,12057011410,1,166251,954,-82.56669043757202,28.0905317495225,33625
7135,3611,family,2,12057011410,2,67700,389,-82.56669043757202,28.0905317495225,33625
7135,3614,family,2,12057011410,2,67700,389,-82.56669043757202,28.0905317495225,33625
7136,3615,family,2,12057011410,1,143713,825,-82.56675569758295,28.09086650522944,33625
7136,3616,family,2,12057011410,1,143713,825,-82.56675569758295,28.09086650522944,33625
7137,3618,family,2,12057011410,1,209338,1202,-82.56710428830506,28.090804589578983,33625
7137,3620,family,2,12057011410,1,209338,1202,-82.56710428830506,28.090804589578983,33625
7137,3621,family,2,12057011410,2,48912,281,-82.56710428830506,28.090804589578983,33625
7137,3622,family,2,12057011410,2,48912,281,-82.56710428830506,28.090804589578983,33625
7138,3624,family,2,12057011410,1,89701,515,-82.56734087778578,28.09070294950584,33625
7138,3625,family,2,12057011410,1,89701,515,-82.56734087778578,28.09070294950584,33625
7139,3627,family,2,12057011410,1,31052,178,-82.56753322615567,28.0905834145926,33625
7139,3628,family,2,12057011410,1,31052,178,-82.56753322615567,28.0905834145926,33625
7140,3629,family,2,12057011410,1,48231,277,-82.5676864325313,28.09041877490225,33625
7140,3630,family,2,12057011410,1,48231,277,-82.5676864325313,28.09041877490225,33625
7141,3631,family,2,12057011410,1,141482,812,-82.56779234790112,28.09020687481701,33625
7141,3632,family,2,12057011410,1,141482,812,-82.56779234790112,28.09020687481701,33625
7141,3633,family,2,12057011410,2,222964,1280,-82.56779234790112,28.09020687481701,33625
7141,3634,family,2,12057011410,2,222964,1280,-82.56779234790112,28.09020687481701,33625
7142,3635,family,2,12057011410,1,105606,606,-82.56785265733811,28.08999287609868,33625
7142,3637,family,2,12057011410,1,105606,606,-82.56785265733811,28.08999287609868,33625
7143,3638,family,2,12057011410,1,125523,721,-82.56791254329033,28.08979476553508,33625
7143,3640,family,2,12057011410,1,125523,721,-82.56791254329033,28.08979476553508,33625
7144,3641,family,2,12057011410,1,113114,649,-82.56797476817692,28.089553842963856,33625
7144,3642,family,2,12057011410,1,113114,649,-82.56797476817692,28.089553842963856,33625
7144,3644,family,2,12057011410,2,229298,1316,-82.56797476817692,28.089553842963856,33625
7144,3645,family,2,12057011410,2,229298,1316,-82.56797476817692,28.089553842963856,33625
7145,3646,family,2,12057011410,1,136891,786,-82.5682443070496,28.089507001813693,33625
7145,3647,family,2,12057011410,1,136891,786,-82.5682443070496,28.089507001813693,33625
7146,3648,family,2,12057011410,1,55892,321,-82.56845210225109,28.08946379978869,33625
7146,3649,family,2,12057011410,1,55892,321,-82.56845210225109,28.08946379978869,33625
7147,3651,family,2,12057011410,1,62672,360,-82.56866029313744,28.089422216399445,33625
7147,3652,family,2,12057011410,1,62672,360,-82.56866029313744,28.089422216399445,33625
7148,3653,family,2,12057011410,1,108027,620,-82.56887264413102,28.089378463905756,33625
7148,3654,family,2,12057011410,1,108027,620,-82.56887264413102,28.089378463905756,33625
7149,3655,family,2,12057011410,1,119982,689,-82.56908033514628,28.089336346876983,33625
7149,3657,family,2,12057011410,1,119982,689,-82.56908033514628,28.089336346876983,33625
7150,3658,family,2,12057011410,1,48771,280,-82.5692940975465,28.08929516083876,33625
7150,3659,family,2,12057011410,1,48771,280,-82.5692940975465,28.08929516083876,33625
7151,3660,family,2,12057011410,1,60085,345,-82.56951662708005,28.089263507255723,33625
7151,3661,family,2,12057011410,1,60085,345,-82.56951662708005,28.089263507255723,33625
7152,3662,family,2,12057011410,1,9646,55,-82.56974091872466,28.089252923511584,33625
7152,3663,family,2,12057011410,1,9646,55,-82.56974091872466,28.089252923511584,33625
7153,3665,family,2,12057011410,1,163963,941,-82.56999882111295,28.08925492130266,33625
7153,3666,family,2,12057011410,1,163963,941,-82.56999882111295,28.08925492130266,33625
7154,3667,family,2,12057011410,1,147476,847,-82.56997285116023,28.090298617382867,33625
7154,3669,family,2,12057011410,1,147476,847,-82.56997285116023,28.090298617382867,33625
7155,3670,family,2,12057011410,1,59289,340,-82.5699661374511,28.09052352247497,33625
7155,3671,family,2,12057011410,1,59289,340,-82.5699661374511,28.09052352247497,33625
7156,3672,family,2,12057011410,1,203582,1169,-82.57046097601004,28.089254340327603,33625
7156,3673,family,2,12057011410,1,203582,1169,-82.57046097601004,28.089254340327603,33625
7157,3675,family,2,12057011410,1,105577,606,-82.57041539933324,28.08966384096584,33625
7157,3678,family,2,12057011410,1,105577,606,-82.57041539933324,28.08966384096584,33625
7158,3679,family,2,12057011410,1,80732,463,-82.57044587961734,28.0900827253714,33625
7158,3680,family,2,12057011410,1,80732,463,-82.57044587961734,28.0900827253714,33625
7159,3682,family,2,12057011410,1,98229,564,-82.57045957868026,28.09040066474684,33625
7159,3683,family,2,12057011410,1,98229,564,-82.57045957868026,28.09040066474684,33625
7160,3685,family,2,12057011410,1,130130,747,-82.57045944946522,28.090598299492758,33625
7160,3686,family,2,12057011410,1,130130,747,-82.57045944946522,28.090598299492758,33625
7161,3688,family,2,12057011410,1,61389,352,-82.57046132411887,28.09079554704022,33625
7161,3689,family,2,12057011410,1,61389,352,-82.57046132411887,28.09079554704022,33625
7162,3690,family,2,12057011410,1,46987,270,-82.5704620999858,28.090992947041272,33625
7162,3691,family,2,12057011410,1,46987,270,-82.5704620999858,28.090992947041272,33625
7163,3693,family,2,12057011410,1,136639,784,-82.57046375147138,28.091190585241705,33625
7163,3694,family,2,12057011410,1,136639,784,-82.57046375147138,28.091190585241705,33625
7164,3695,family,2,12057011410,1,99978,574,-82.57046041205427,28.091384381777008,33625
7164,3696,family,2,12057011410,1,99978,574,-82.57046041205427,28.091384381777008,33625
7165,3697,family,2,12057011410,1,165318,949,-82.57045681200313,28.09158214558131,33625
7165,3698,family,2,12057011410,1,165318,949,-82.57045681200313,28.09158214558131,33625
7166,3699,family,2,12057011410,1,43798,251,-82.57046359570037,28.091784444431884,33625
7166,3700,family,2,12057011410,1,43798,251,-82.57046359570037,28.091784444431884,33625
7167,3704,family,2,12057011410,1,97902,562,-82.57047913609408,28.092073533532314,33625
7167,3705,family,2,12057011410,1,97902,562,-82.57047913609408,28.092073533532314,33625
7168,3706,family,2,12057011410,1,136740,785,-82.5701920018234,28.09216726048794,33625
7168,3707,family,2,12057011410,1,136740,785,-82.5701920018234,28.09216726048794,33625
7169,3708,family,2,12057011410,1,36051,207,-82.56987420175719,28.09207203249012,33625
7169,3710,family,2,12057011410,1,36051,207,-82.56987420175719,28.09207203249012,33625
7170,3712,family,2,12057011410,1,143746,825,-82.56989399230604,28.09178460746604,33625
7170,3714,family,2,12057011410,1,143746,825,-82.56989399230604,28.09178460746604,33625
7171,3717,family,2,12057011410,1,130020,746,-82.56994924803035,28.09158130751632,33625
7171,3719,family,2,12057011410,1,130020,746,-82.56994924803035,28.09158130751632,33625
7172,3722,family,2,12057011410,1,94317,541,-82.56995725604861,28.091386688787484,33625
7172,3723,family,2,12057011410,1,94317,541,-82.56995725604861,28.091386688787484,33625
7173,3724,family,2,12057011410,1,57739,331,-82.56996500471989,28.091160057970324,33625
7173,3726,family,2,12057011410,1,57739,331,-82.56996500471989,28.091160057970324,33625
7174,3729,family,2,12057011410,1,116497,669,-82.56761508573518,28.087611578576457,33625
7174,3730,family,2,12057011410,1,116497,669,-82.56761508573518,28.087611578576457,33625
7175,3731,family,2,12057011410,1,48319,277,-82.56792354651968,28.087616526197092,33625
7175,3732,family,2,12057011410,1,48319,277,-82.56792354651968,28.087616526197092,33625
7176,3734,family,2,12057011410,1,144924,832,-82.5682314396366,28.08762498205765,33625
7176,3735,family,2,12057011410,1,144924,832,-82.5682314396366,28.08762498205765,33625
7177,3737,family,2,12057011410,1,140954,809,-82.56823669901077,28.087403693395014,33625
7177,3738,family,2,12057011410,1,140954,809,-82.56823669901077,28.087403693395014,33625
7178,3739,family,2,12057011410,1,129572,744,-82.56823650393366,28.0872126117718,33625
7178,3740,family,2,12057011410,1,129572,744,-82.56823650393366,28.0872126117718,33625
7179,3741,family,2,12057011410,1,92079,529,-82.56823704299809,28.087020437013628,33625
7179,3742,family,2,12057011410,1,92079,529,-82.56823704299809,28.087020437013628,33625
7180,3744,family,2,12057011410,1,55929,321,-82.56823775115708,28.08682579947099,33625
7180,3745,family,2,12057011410,1,55929,321,-82.56823775115708,28.08682579947099,33625
7181,3746,family,2,12057011410,1,182535,1048,-82.56823749356566,28.08663129028882,33625
7181,3747,family,2,12057011410,1,182535,1048,-82.56823749356566,28.08663129028882,33625
7182,3748,family,2,12057011410,1,194313,1115,-82.56823820345768,28.08644049421829,33625
7182,3749,family,2,12057011410,1,194313,1115,-82.56823820345768,28.08644049421829,33625
7183,3750,family,2,12057011410,1,39781,228,-82.56823873745388,28.086246943108097,33625
7183,3751,family,2,12057011410,1,39781,228,-82.56823873745388,28.086246943108097,33625
7184,3753,family,2,12057011410,1,79255,455,-82.5682384994193,28.086031921310177,33625
7184,3754,family,2,12057011410,1,79255,455,-82.5682384994193,28.086031921310177,33625
7185,3756,family,2,12057011410,1,74487,428,-82.56823866687145,28.085820068543644,33625
7185,3759,family,2,12057011410,1,74487,428,-82.56823866687145,28.085820068543644,33625
7186,3760,family,2,12057011410,1,187744,1078,-82.56823573215705,28.08562124299908,33625
7186,3762,family,2,12057011410,1,187744,1078,-82.56823573215705,28.08562124299908,33625
7187,3763,family,2,12057011410,1,235113,1350,-82.56823412393877,28.08534007058283,33625
7187,3765,family,2,12057011410,1,235113,1350,-82.56823412393877,28.08534007058283,33625
7188,3766,family,2,12057011410,1,74244,426,-82.56844894411695,28.08519435709245,33625
7188,3767,family,2,12057011410,1,74244,426,-82.56844894411695,28.08519435709245,33625
7189,3768,family,2,12057011410,1,58622,337,-82.56874311100171,28.085208486048742,33625
7189,3771,family,2,12057011410,1,58622,337,-82.56874311100171,28.085208486048742,33625
7190,3773,family,2,12057011410,1,141590,813,-82.56896017703198,28.085210555409237,33625
7190,3775,family,2,12057011410,1,141590,813,-82.56896017703198,28.085210555409237,33625
7191,3776,family,2,12057011410,1,45504,261,-82.56923857171849,28.08519937802621,33625
7191,3777,family,2,12057011410,1,45504,261,-82.56923857171849,28.08519937802621,33625
7192,3778,family,2,12057011410,1,80061,460,-82.56945139388395,28.08533529185647,33625
7192,3779,family,2,12057011410,1,80061,460,-82.56945139388395,28.08533529185647,33625
