hid,occupant,htype,hsize,geoid,Floor,income,FPL,x,y,ZIP
206790,10435,family,2,12057010214,2,12345,71,-82.27571838585875,28.139870839402395,33592
206790,10436,family,2,12057010214,2,12345,71,-82.27571838585875,28.139870839402395,33592
206791,10437,family,2,12057010214,1,90924,522,-82.27651896093,28.141534974444063,33592
206791,10438,family,2,12057010214,1,90924,522,-82.27651896093,28.141534974444063,33592
206794,10439,family,2,12057010214,1,14991,86,-82.27535701717792,28.13943524999144,33592
206794,10440,family,2,12057010214,1,14991,86,-82.27535701717792,28.13943524999144,33592
206801,7679,nonfamily,2,12057010214,1,22623,130,-82.28115691168654,28.13963693177677,33592
206801,7684,nonfamily,2,12057010214,1,22623,130,-82.28115691168654,28.13963693177677,33592
206808,352,family,2,12057010210,1,248531,1427,-82.28499180365431,28.139095410049656,33592
206808,354,family,2,12057010210,1,248531,1427,-82.28499180365431,28.139095410049656,33592
206809,365,family,2,12057010210,1,46102,265,-82.28628930516781,28.13859725927546,33592
206809,367,family,2,12057010210,1,46102,265,-82.28628930516781,28.13859725927546,33592
206810,385,family,2,12057010210,1,102955,591,-82.2862427020818,28.13908901416844,33592
206810,386,family,2,12057010210,1,102955,591,-82.2862427020818,28.13908901416844,33592
206817,7691,nonfamily,2,12057010214,1,15979,92,-82.28530862806481,28.134797395416157,33592
206817,7693,nonfamily,2,12057010214,1,15979,92,-82.28530862806481,28.134797395416157,33592
206818,10441,family,2,12057010214,1,124667,716,-82.28538643284632,28.135549388370528,33592
206818,10442,family,2,12057010214,1,124667,716,-82.28538643284632,28.135549388370528,33592
206821,10443,family,2,12057010214,1,133153,764,-82.27967900430632,28.134360912433618,33592
206821,10444,family,2,12057010214,1,133153,764,-82.27967900430632,28.134360912433618,33592
206822,10445,family,2,12057010214,1,58914,338,-82.27902743778859,28.13435668057383,33592
206822,10446,family,2,12057010214,1,58914,338,-82.27902743778859,28.13435668057383,33592
206826,10450,family,2,12057010214,1,16506,95,-82.28454751295745,28.135588756502983,33592
206826,10451,family,2,12057010214,1,16506,95,-82.28454751295745,28.135588756502983,33592
206827,7620,nonfamily,1,12057010214,1,57824,449,-82.28357716969862,28.13790710162019,33592
206828,7621,nonfamily,1,12057010214,1,13978,109,-82.2841710884128,28.137362550996677,33592
206828,7624,nonfamily,1,12057010214,2,47331,367,-82.2841710884128,28.137362550996677,33592
206829,10452,family,2,12057010214,1,16583,95,-82.28298904563306,28.13714385589204,33592
206829,10456,family,2,12057010214,1,16583,95,-82.28298904563306,28.13714385589204,33592
206831,10457,family,2,12057010214,1,46814,269,-82.28631097823323,28.1346140510967,33592
206831,10458,family,2,12057010214,1,46814,269,-82.28631097823323,28.1346140510967,33592
206832,10459,family,2,12057010214,1,44677,256,-82.28665928022589,28.13454945784154,33592
206832,10460,family,2,12057010214,1,44677,256,-82.28665928022589,28.13454945784154,33592
206833,10461,family,2,12057010214,1,19350,111,-82.28554300647195,28.13588891944969,33592
206833,10463,family,2,12057010214,1,19350,111,-82.28554300647195,28.13588891944969,33592
206834,7694,nonfamily,2,12057010214,1,99865,573,-82.28337866119831,28.13354405862326,33592
206834,7705,nonfamily,2,12057010214,1,99865,573,-82.28337866119831,28.13354405862326,33592
206835,7707,nonfamily,2,12057010214,1,18925,109,-82.28534338935845,28.133339834049234,33592
206835,7709,nonfamily,2,12057010214,1,18925,109,-82.28534338935845,28.133339834049234,33592
206837,10464,family,2,12057010214,1,16839,97,-82.27989446430489,28.13760422028234,33592
206837,10465,family,2,12057010214,1,16839,97,-82.27989446430489,28.13760422028234,33592
206838,10466,family,2,12057010214,1,37157,213,-82.28200822196928,28.13730255668376,33592
206838,10467,family,2,12057010214,1,37157,213,-82.28200822196928,28.13730255668376,33592
206839,10468,family,2,12057010214,1,71499,410,-82.28201807969673,28.13796593298794,33592
206839,10469,family,2,12057010214,1,71499,410,-82.28201807969673,28.13796593298794,33592
206840,10470,family,2,12057010214,1,18540,106,-82.2788894197448,28.135861551719277,33592
206840,10472,family,2,12057010214,1,18540,106,-82.2788894197448,28.135861551719277,33592
206840,10473,family,2,12057010214,2,49091,282,-82.2788894197448,28.135861551719277,33592
206840,10474,family,2,12057010214,2,49091,282,-82.2788894197448,28.135861551719277,33592
206841,10476,family,2,12057010214,1,54618,314,-82.27976885445496,28.13586261473835,33592
206841,10478,family,2,12057010214,1,54618,314,-82.27976885445496,28.13586261473835,33592
206842,10479,family,2,12057010214,1,84925,488,-82.28053825243076,28.135798217366062,33592
206842,10480,family,2,12057010214,1,84925,488,-82.28053825243076,28.135798217366062,33592
206843,10481,family,2,12057010214,1,136441,783,-82.28175256204504,28.13590640635516,33592
206843,10482,family,2,12057010214,1,136441,783,-82.28175256204504,28.13590640635516,33592
206844,7714,nonfamily,2,12057010214,1,44328,254,-82.281630425498,28.1341983172722,33592
206844,7722,nonfamily,2,12057010214,1,44328,254,-82.281630425498,28.1341983172722,33592
206851,7252,family,2,12057010214,1,19481,112,-82.27709430382436,28.136022729048264,33592
206851,7253,family,2,12057010214,1,19481,112,-82.27709430382436,28.136022729048264,33592
206858,7724,nonfamily,2,12057010214,1,54850,315,-82.28446972737994,28.13660103467092,33592
206858,7730,nonfamily,2,12057010214,1,54850,315,-82.28446972737994,28.13660103467092,33592
206859,7254,family,2,12057010214,1,58157,334,-82.28374752230268,28.135908912732297,33592
206859,7256,family,2,12057010214,1,58157,334,-82.28374752230268,28.135908912732297,33592
206860,7274,family,2,12057010214,1,37970,218,-82.28371521987003,28.135445975766636,33592
206860,7276,family,2,12057010214,1,37970,218,-82.28371521987003,28.135445975766636,33592
206862,7283,family,2,12057010214,1,56727,326,-82.28298642413282,28.136067107966195,33592
206862,7284,family,2,12057010214,1,56727,326,-82.28298642413282,28.136067107966195,33592
206863,7286,family,2,12057010214,1,16186,93,-82.28591240251276,28.134076354546227,33592
206863,7287,family,2,12057010214,1,16186,93,-82.28591240251276,28.134076354546227,33592
206863,7289,family,2,12057010214,2,40146,230,-82.28591240251276,28.134076354546227,33592
206863,7290,family,2,12057010214,2,40146,230,-82.28591240251276,28.134076354546227,33592
206869,387,family,2,12057010210,1,22586,130,-82.29127325599671,28.13411359521541,33592
206869,389,family,2,12057010210,1,22586,130,-82.29127325599671,28.13411359521541,33592
206872,397,family,2,12057010210,1,211340,1213,-82.28746228390735,28.13636548087035,33592
206872,400,family,2,12057010210,1,211340,1213,-82.28746228390735,28.13636548087035,33592
206874,406,family,2,12057010210,1,58389,335,-82.28749022817183,28.14082716396838,33592
206874,408,family,2,12057010210,1,58389,335,-82.28749022817183,28.14082716396838,33592
206874,415,family,2,12057010210,2,213304,1224,-82.28749022817183,28.14082716396838,33592
206874,416,family,2,12057010210,2,213304,1224,-82.28749022817183,28.14082716396838,33592
206874,419,family,2,12057010210,3,212712,1221,-82.28749022817183,28.14082716396838,33592
206874,421,family,2,12057010210,3,212712,1221,-82.28749022817183,28.14082716396838,33592
206876,422,family,2,12057010210,1,759,4,-82.2874619506805,28.13854140698368,33592
206876,425,family,2,12057010210,1,759,4,-82.2874619506805,28.13854140698368,33592
206877,426,family,2,12057010210,1,96891,556,-82.28746483200015,28.138950144075014,33592
206877,427,family,2,12057010210,1,96891,556,-82.28746483200015,28.138950144075014,33592
206878,429,family,2,12057010210,1,115773,665,-82.28859568168839,28.141117515438733,33592
206878,431,family,2,12057010210,1,115773,665,-82.28859568168839,28.141117515438733,33592
206881,434,family,2,12057010210,1,71089,408,-82.29075479246997,28.140620825223262,33592
206881,435,family,2,12057010210,1,71089,408,-82.29075479246997,28.140620825223262,33592
206883,436,family,2,12057010210,1,9677,56,-82.29012027321008,28.1406405629906,33592
206883,440,family,2,12057010210,1,9677,56,-82.29012027321008,28.1406405629906,33592
206885,452,family,2,12057010210,1,195096,1120,-82.29031700511219,28.13991027954957,33592
206885,455,family,2,12057010210,1,195096,1120,-82.29031700511219,28.13991027954957,33592
206886,456,family,2,12057010210,1,74041,425,-82.29083077699698,28.139909308860467,33592
206886,457,family,2,12057010210,1,74041,425,-82.29083077699698,28.139909308860467,33592
206887,463,family,2,12057010210,1,43544,250,-82.28978579545051,28.13931067567826,33592
206887,471,family,2,12057010210,1,43544,250,-82.28978579545051,28.13931067567826,33592
206888,472,family,2,12057010210,1,17666,101,-82.28840361494792,28.140521075743,33592
206888,473,family,2,12057010210,1,17666,101,-82.28840361494792,28.140521075743,33592
206889,474,family,2,12057010210,1,41954,241,-82.28747196852245,28.137224988388663,33592
206889,475,family,2,12057010210,1,41954,241,-82.28747196852245,28.137224988388663,33592
206890,484,family,2,12057010210,1,43169,248,-82.28769845508214,28.136793986378624,33592
206890,486,family,2,12057010210,1,43169,248,-82.28769845508214,28.136793986378624,33592
206891,489,family,2,12057010210,1,25468,146,-82.28817059197394,28.137438546503382,33592
206891,492,family,2,12057010210,1,25468,146,-82.28817059197394,28.137438546503382,33592
206892,495,family,2,12057010210,1,3533,20,-82.28903478745681,28.13837516098017,33592
206892,498,family,2,12057010210,1,3533,20,-82.28903478745681,28.13837516098017,33592
206894,502,family,2,12057010210,1,100177,575,-82.28868996460939,28.13753491352745,33592
206894,504,family,2,12057010210,1,100177,575,-82.28868996460939,28.13753491352745,33592
206895,505,family,2,12057010210,1,65929,378,-82.29073118374485,28.13824272344197,33592
206895,511,family,2,12057010210,1,65929,378,-82.29073118374485,28.13824272344197,33592
206896,515,family,2,12057010210,1,230860,1325,-82.28868793045407,28.13689612727621,33592
206896,516,family,2,12057010210,1,230860,1325,-82.28868793045407,28.13689612727621,33592
206897,518,family,2,12057010210,1,242054,1390,-82.28746845545515,28.13764866483644,33592
206897,523,family,2,12057010210,1,242054,1390,-82.28746845545515,28.13764866483644,33592
206897,524,family,2,12057010210,2,73834,424,-82.28746845545515,28.13764866483644,33592
206897,525,family,2,12057010210,2,73834,424,-82.28746845545515,28.13764866483644,33592
206898,526,family,2,12057010210,1,20641,118,-82.29021003737178,28.13727220000668,33592
206898,527,family,2,12057010210,1,20641,118,-82.29021003737178,28.13727220000668,33592
206898,529,family,2,12057010210,2,216520,1243,-82.29021003737178,28.13727220000668,33592
206898,530,family,2,12057010210,2,216520,1243,-82.29021003737178,28.13727220000668,33592
206899,531,family,2,12057010210,1,74500,428,-82.29078352252984,28.13512048524368,33592
206899,532,family,2,12057010210,1,74500,428,-82.29078352252984,28.13512048524368,33592
206900,535,family,2,12057010210,1,62848,361,-82.29079180800679,28.13605936270364,33592
206900,536,family,2,12057010210,1,62848,361,-82.29079180800679,28.13605936270364,33592
206901,538,family,2,12057010210,1,135602,778,-82.28987062500136,28.135275533321888,33592
206901,549,family,2,12057010210,1,135602,778,-82.28987062500136,28.135275533321888,33592
206902,552,family,2,12057010210,1,41521,238,-82.28977302565721,28.135989248710217,33592
206902,554,family,2,12057010210,1,41521,238,-82.28977302565721,28.135989248710217,33592
206904,556,family,2,12057010210,1,26303,151,-82.28875379738489,28.139718655944737,33592
206904,564,family,2,12057010210,1,26303,151,-82.28875379738489,28.139718655944737,33592
206905,568,family,2,12057010210,1,63146,362,-82.28837550455873,28.13520208477489,33592
206905,569,family,2,12057010210,1,63146,362,-82.28837550455873,28.13520208477489,33592
206906,577,family,2,12057010210,1,19693,113,-82.28927092730267,28.139310043627177,33592
206906,580,family,2,12057010210,1,19693,113,-82.28927092730267,28.139310043627177,33592
206907,581,family,2,12057010210,1,115780,665,-82.28771603780542,28.13588807002357,33592
206907,582,family,2,12057010210,1,115780,665,-82.28771603780542,28.13588807002357,33592
206909,584,family,2,12057010210,1,163154,937,-82.28932491130787,28.136052473059895,33592
206909,588,family,2,12057010210,1,163154,937,-82.28932491130787,28.136052473059895,33592
206912,153,nonfamily,2,12057010210,1,106885,614,-82.28794055743646,28.135203265027965,33592
206912,154,nonfamily,2,12057010210,1,106885,614,-82.28794055743646,28.135203265027965,33592
206913,595,family,2,12057010210,1,17251,99,-82.2891984424493,28.137219417619846,33592
206913,596,family,2,12057010210,1,17251,99,-82.2891984424493,28.137219417619846,33592
206917,598,family,2,12057010210,1,111009,637,-82.29024031182223,28.133545830604664,33592
206917,603,family,2,12057010210,1,111009,637,-82.29024031182223,28.133545830604664,33592
206918,604,family,2,12057010210,1,249630,1433,-82.29002310254948,28.134080050310143,33592
206918,607,family,2,12057010210,1,249630,1433,-82.29002310254948,28.134080050310143,33592
206919,608,family,2,12057010210,1,23972,138,-82.28955092149062,28.134080009975523,33592
206919,609,family,2,12057010210,1,23972,138,-82.28955092149062,28.134080009975523,33592
206920,612,family,2,12057010210,1,49148,282,-82.29153543189231,28.13599094456417,33592
206920,613,family,2,12057010210,1,49148,282,-82.29153543189231,28.13599094456417,33592
206921,615,family,2,12057010210,1,70832,407,-82.29165385827767,28.13727185791494,33592
206921,616,family,2,12057010210,1,70832,407,-82.29165385827767,28.13727185791494,33592
206922,617,family,2,12057010210,1,92270,530,-82.29157732017337,28.138133203853613,33592
206922,620,family,2,12057010210,1,92270,530,-82.29157732017337,28.138133203853613,33592
206927,621,family,2,12057010210,1,151029,867,-82.29284888889214,28.135447603055777,33592
206927,628,family,2,12057010210,1,151029,867,-82.29284888889214,28.135447603055777,33592
206928,629,family,2,12057010210,1,81359,467,-82.29266085048853,28.137478261118986,33592
206928,635,family,2,12057010210,1,81359,467,-82.29266085048853,28.137478261118986,33592
206929,641,family,2,12057010210,1,165970,953,-82.28877485207734,28.13246488843003,33592
206929,643,family,2,12057010210,1,165970,953,-82.28877485207734,28.13246488843003,33592
206931,155,nonfamily,2,12057010210,1,64634,371,-82.28837011781559,28.133647022890298,33592
206931,158,nonfamily,2,12057010210,1,64634,371,-82.28837011781559,28.133647022890298,33592
206931,159,nonfamily,2,12057010210,2,123480,709,-82.28837011781559,28.133647022890298,33592
206931,160,nonfamily,2,12057010210,2,123480,709,-82.28837011781559,28.133647022890298,33592
206932,162,nonfamily,2,12057010210,1,74060,425,-82.28839751127808,28.134245520020816,33592
206932,163,nonfamily,2,12057010210,1,74060,425,-82.28839751127808,28.134245520020816,33592
206932,164,nonfamily,3,12057010210,2,26100,119,-82.28839751127808,28.134245520020816,33592
206932,165,nonfamily,3,12057010210,2,26100,119,-82.28839751127808,28.134245520020816,33592
206932,167,nonfamily,3,12057010210,2,26100,119,-82.28839751127808,28.134245520020816,33592
206934,7293,family,2,12057010214,1,18297,105,-82.2869838510921,28.13363294615771,33592
206934,7295,family,2,12057010214,1,18297,105,-82.2869838510921,28.13363294615771,33592
206935,7296,family,2,12057010214,1,16875,97,-82.28730908032699,28.13313871091665,33592
206935,7306,family,2,12057010214,1,16875,97,-82.28730908032699,28.13313871091665,33592
207455,644,family,2,12057010210,1,207882,1193,-82.29542599709953,28.1398153499152,33592
207455,645,family,2,12057010210,1,207882,1193,-82.29542599709953,28.1398153499152,33592
207455,646,family,2,12057010210,2,6142,35,-82.29542599709953,28.1398153499152,33592
207455,651,family,2,12057010210,2,6142,35,-82.29542599709953,28.1398153499152,33592
207456,653,family,2,12057010210,1,66885,384,-82.29544935332943,28.13967765656197,33592
207456,654,family,2,12057010210,1,66885,384,-82.29544935332943,28.13967765656197,33592
207457,658,family,2,12057010210,1,41103,236,-82.29547271305614,28.13953993448764,33592
207457,670,family,2,12057010210,1,41103,236,-82.29547271305614,28.13953993448764,33592
207458,672,family,2,12057010210,1,97261,558,-82.29548038796354,28.139385206778037,33592
207458,678,family,2,12057010210,1,97261,558,-82.29548038796354,28.139385206778037,33592
207458,681,family,2,12057010210,2,175820,1009,-82.29548038796354,28.139385206778037,33592
207458,682,family,2,12057010210,2,175820,1009,-82.29548038796354,28.139385206778037,33592
207459,689,family,2,12057010210,1,74417,427,-82.29550517664883,28.139216735853086,33592
207459,696,family,2,12057010210,1,74417,427,-82.29550517664883,28.139216735853086,33592
207459,703,family,2,12057010210,2,26011,149,-82.29550517664883,28.139216735853086,33592
207459,710,family,2,12057010210,2,26011,149,-82.29550517664883,28.139216735853086,33592
207460,714,family,2,12057010210,1,31057,178,-82.29571936977186,28.13915441363037,33592
207460,718,family,2,12057010210,1,31057,178,-82.29571936977186,28.13915441363037,33592
207461,719,family,2,12057010210,1,180246,1035,-82.29580870455568,28.13899808785066,33592
207461,723,family,2,12057010210,1,180246,1035,-82.29580870455568,28.13899808785066,33592
207462,724,family,2,12057010210,1,150497,864,-82.29549052287307,28.13891399271589,33592
207462,726,family,2,12057010210,1,150497,864,-82.29549052287307,28.13891399271589,33592
207463,732,family,2,12057010210,1,191475,1099,-82.29539767891163,28.13877192595665,33592
207463,733,family,2,12057010210,1,191475,1099,-82.29539767891163,28.13877192595665,33592
207463,735,family,2,12057010210,2,82402,473,-82.29539767891163,28.13877192595665,33592
207463,738,family,2,12057010210,2,82402,473,-82.29539767891163,28.13877192595665,33592
207484,741,family,2,12057010210,1,42982,247,-82.29244544633579,28.13210844830928,33592
207484,744,family,2,12057010210,1,42982,247,-82.29244544633579,28.13210844830928,33592
207484,747,family,2,12057010210,2,204212,1172,-82.29244544633579,28.13210844830928,33592
207484,750,family,2,12057010210,2,204212,1172,-82.29244544633579,28.13210844830928,33592
207485,755,family,2,12057010210,1,26930,155,-82.29234157476365,28.13201199583873,33592
207485,762,family,2,12057010210,1,26930,155,-82.29234157476365,28.13201199583873,33592
207485,763,family,2,12057010210,2,22101,127,-82.29234157476365,28.13201199583873,33592
207485,774,family,2,12057010210,2,22101,127,-82.29234157476365,28.13201199583873,33592
207486,775,family,2,12057010210,1,24699,142,-82.29222858055913,28.1319186984659,33592
207486,776,family,2,12057010210,1,24699,142,-82.29222858055913,28.1319186984659,33592
207486,781,family,2,12057010210,2,83382,479,-82.29222858055913,28.1319186984659,33592
207486,788,family,2,12057010210,2,83382,479,-82.29222858055913,28.1319186984659,33592
207487,792,family,2,12057010210,1,23661,136,-82.29210916924772,28.13183159862701,33592
207487,793,family,2,12057010210,1,23661,136,-82.29210916924772,28.13183159862701,33592
207487,796,family,2,12057010210,2,44677,256,-82.29210916924772,28.13183159862701,33592
207487,797,family,2,12057010210,2,44677,256,-82.29210916924772,28.13183159862701,33592
207488,804,family,2,12057010210,1,168408,967,-82.2919785207389,28.132295674635525,33592
207488,806,family,2,12057010210,1,168408,967,-82.2919785207389,28.132295674635525,33592
207488,807,family,2,12057010210,2,157558,904,-82.2919785207389,28.132295674635525,33592
207488,811,family,2,12057010210,2,157558,904,-82.2919785207389,28.132295674635525,33592
207489,813,family,2,12057010210,1,211863,1216,-82.29187629937307,28.132401510007213,33592
207489,814,family,2,12057010210,1,211863,1216,-82.29187629937307,28.132401510007213,33592
207489,816,family,2,12057010210,2,71338,410,-82.29187629937307,28.132401510007213,33592
207489,820,family,2,12057010210,2,71338,410,-82.29187629937307,28.132401510007213,33592
207490,823,family,2,12057010210,1,47333,272,-82.29178104507744,28.132510074052693,33592
207490,827,family,2,12057010210,1,47333,272,-82.29178104507744,28.132510074052693,33592
207490,833,family,2,12057010210,2,93603,537,-82.29178104507744,28.132510074052693,33592
207490,835,family,2,12057010210,2,93603,537,-82.29178104507744,28.132510074052693,33592
207491,836,family,2,12057010210,1,245618,1410,-82.29167660711272,28.132628072473373,33592
207491,837,family,2,12057010210,1,245618,1410,-82.29167660711272,28.132628072473373,33592
207491,839,family,2,12057010210,2,161054,925,-82.29167660711272,28.132628072473373,33592
207491,843,family,2,12057010210,2,161054,925,-82.29167660711272,28.132628072473373,33592
207492,847,family,2,12057010210,1,123732,710,-82.29115264959493,28.132597321604703,33592
207492,848,family,2,12057010210,1,123732,710,-82.29115264959493,28.132597321604703,33592
207492,851,family,2,12057010210,2,163590,939,-82.29115264959493,28.132597321604703,33592
207492,852,family,2,12057010210,2,163590,939,-82.29115264959493,28.132597321604703,33592
207493,854,family,2,12057010210,1,19788,114,-82.2909975173318,28.13259613146944,33592
207493,856,family,2,12057010210,1,19788,114,-82.2909975173318,28.13259613146944,33592
207493,861,family,2,12057010210,2,15386,88,-82.2909975173318,28.13259613146944,33592
207493,864,family,2,12057010210,2,15386,88,-82.2909975173318,28.13259613146944,33592
207494,868,family,2,12057010210,1,120127,690,-82.29084124406614,28.132582262738072,33592
207494,869,family,2,12057010210,1,120127,690,-82.29084124406614,28.132582262738072,33592
207494,870,family,2,12057010210,2,87687,503,-82.29084124406614,28.132582262738072,33592
207494,875,family,2,12057010210,2,87687,503,-82.29084124406614,28.132582262738072,33592
207495,876,family,2,12057010210,1,191479,1099,-82.29069072620739,28.13257733275358,33592
207495,879,family,2,12057010210,1,191479,1099,-82.29069072620739,28.13257733275358,33592
207495,884,family,2,12057010210,2,86787,498,-82.29069072620739,28.13257733275358,33592
207495,885,family,2,12057010210,2,86787,498,-82.29069072620739,28.13257733275358,33592
207496,886,family,2,12057010210,1,96964,557,-82.29074252845459,28.13239076229539,33592
207496,887,family,2,12057010210,1,96964,557,-82.29074252845459,28.13239076229539,33592
207496,888,family,2,12057010210,2,112751,647,-82.29074252845459,28.13239076229539,33592
207496,893,family,2,12057010210,2,112751,647,-82.29074252845459,28.13239076229539,33592
207497,894,family,2,12057010210,1,41426,238,-82.29074379572933,28.13226011694487,33592
207497,896,family,2,12057010210,1,41426,238,-82.29074379572933,28.13226011694487,33592
207497,904,family,2,12057010210,2,29348,168,-82.29074379572933,28.13226011694487,33592
207497,910,family,2,12057010210,2,29348,168,-82.29074379572933,28.13226011694487,33592
207498,911,family,2,12057010210,1,71438,410,-82.29074513309382,28.132122595613197,33592
207498,913,family,2,12057010210,1,71438,410,-82.29074513309382,28.132122595613197,33592
207498,914,family,2,12057010210,2,44046,253,-82.29074513309382,28.132122595613197,33592
207498,916,family,2,12057010210,2,44046,253,-82.29074513309382,28.132122595613197,33592
207499,929,family,2,12057010210,1,24435,140,-82.29074790204167,28.13198764376138,33592
207499,931,family,2,12057010210,1,24435,140,-82.29074790204167,28.13198764376138,33592
207499,932,family,2,12057010210,2,24694,142,-82.29074790204167,28.13198764376138,33592
207499,933,family,2,12057010210,2,24694,142,-82.29074790204167,28.13198764376138,33592
207500,934,family,2,12057010210,1,91049,523,-82.2901865865074,28.131979592695693,33592
207500,937,family,2,12057010210,1,91049,523,-82.2901865865074,28.131979592695693,33592
207500,941,family,2,12057010210,2,18271,105,-82.2901865865074,28.131979592695693,33592
207500,943,family,2,12057010210,2,18271,105,-82.2901865865074,28.131979592695693,33592
207501,945,family,2,12057010210,1,115500,663,-82.29023097433247,28.13211905546987,33592
207501,947,family,2,12057010210,1,115500,663,-82.29023097433247,28.13211905546987,33592
207501,954,family,2,12057010210,2,104200,598,-82.29023097433247,28.13211905546987,33592
207501,956,family,2,12057010210,2,104200,598,-82.29023097433247,28.13211905546987,33592
207502,963,family,2,12057010210,1,221969,1274,-82.29023964545348,28.13225271362532,33592
207502,974,family,2,12057010210,1,221969,1274,-82.29023964545348,28.13225271362532,33592
207502,980,family,2,12057010210,2,217920,1251,-82.29023964545348,28.13225271362532,33592
