hid,occupant,htype,hsize,geoid,Floor,income,FPL,x,y,ZIP
403106,3785,family,2,12057006501,1,66362,381,-82.52365103893197,27.908561038256074,33611
403106,3786,family,2,12057006501,1,66362,381,-82.52365103893197,27.908561038256074,33611
403107,3789,family,2,12057006501,1,72897,418,-82.52345800366744,27.908560809679454,33611
403107,3792,family,2,12057006501,1,72897,418,-82.52345800366744,27.908560809679454,33611
403108,3796,family,2,12057006501,1,13442,77,-82.5232675943262,27.90856018626552,33611
403108,3801,family,2,12057006501,1,13442,77,-82.5232675943262,27.90856018626552,33611
403109,3804,family,2,12057006501,1,21999,126,-82.52307525086887,27.908559512182027,33611
403109,3810,family,2,12057006501,1,21999,126,-82.52307525086887,27.908559512182027,33611
403110,3811,family,2,12057006501,1,4610,26,-82.52287804737814,27.90855799050724,33611
403110,3812,family,2,12057006501,1,4610,26,-82.52287804737814,27.90855799050724,33611
403111,3816,family,2,12057006501,1,3449,20,-82.5226848827165,27.908557812887064,33611
403111,3820,family,2,12057006501,1,3449,20,-82.5226848827165,27.908557812887064,33611
403246,3821,family,2,12057006501,1,148169,851,-82.52249957130866,27.908558533719592,33611
403246,3831,family,2,12057006501,1,148169,851,-82.52249957130866,27.908558533719592,33611
403247,3834,family,2,12057006501,1,6688,38,-82.52231268696765,27.908556503829637,33611
403247,3837,family,2,12057006501,1,6688,38,-82.52231268696765,27.908556503829637,33611
403247,3838,family,2,12057006501,2,30577,176,-82.52231268696765,27.908556503829637,33611
403247,3839,family,2,12057006501,2,30577,176,-82.52231268696765,27.908556503829637,33611
403248,3841,family,2,12057006501,1,31310,180,-82.5221258360974,27.90855563828313,33611
403248,3842,family,2,12057006501,1,31310,180,-82.5221258360974,27.90855563828313,33611
403249,3845,family,2,12057006501,1,14108,81,-82.52174842246568,27.90855467832616,33611
403249,3850,family,2,12057006501,1,14108,81,-82.52174842246568,27.90855467832616,33611
403250,3851,family,2,12057006501,1,22192,127,-82.52193976348205,27.908555696520423,33611
403250,3852,family,2,12057006501,1,22192,127,-82.52193976348205,27.908555696520423,33611
403252,3856,family,2,12057006501,1,136597,784,-82.52137402835739,27.908554146079023,33611
403252,3858,family,2,12057006501,1,136597,784,-82.52137402835739,27.908554146079023,33611
403253,3859,family,2,12057006501,1,11809,68,-82.5211861006894,27.90855278790792,33611
403253,3860,family,2,12057006501,1,11809,68,-82.5211861006894,27.90855278790792,33611
403254,3863,family,2,12057006501,1,230670,1324,-82.52100088229801,27.90855270441397,33611
403254,3866,family,2,12057006501,1,230670,1324,-82.52100088229801,27.90855270441397,33611
403255,3867,family,2,12057006501,1,140207,805,-82.52078387098263,27.90855196879423,33611
403255,3873,family,2,12057006501,1,140207,805,-82.52078387098263,27.90855196879423,33611
403256,3876,family,2,12057006501,1,3573,21,-82.52053537707896,27.908550987985056,33611
403256,3878,family,2,12057006501,1,3573,21,-82.52053537707896,27.908550987985056,33611
403257,3883,family,2,12057006501,1,53172,305,-82.52028655467898,27.908550087300625,33611
403257,3889,family,2,12057006501,1,53172,305,-82.52028655467898,27.908550087300625,33611
403258,3892,family,2,12057006501,1,52258,300,-82.52006946970023,27.908549972012388,33611
403258,3898,family,2,12057006501,1,52258,300,-82.52006946970023,27.908549972012388,33611
403259,3899,family,2,12057006501,1,22912,132,-82.51988370389776,27.908548423681925,33611
403259,3900,family,2,12057006501,1,22912,132,-82.51988370389776,27.908548423681925,33611
403260,3907,family,2,12057006501,1,15280,88,-82.51969468903373,27.908548139442185,33611
403260,3909,family,2,12057006501,1,15280,88,-82.51969468903373,27.908548139442185,33611
403260,3911,family,2,12057006501,2,118202,679,-82.51969468903373,27.908548139442185,33611
403260,3914,family,2,12057006501,2,118202,679,-82.51969468903373,27.908548139442185,33611
403261,3916,family,2,12057006501,1,38434,221,-82.51950529658248,27.90854797747062,33611
403261,3922,family,2,12057006501,1,38434,221,-82.51950529658248,27.90854797747062,33611
403261,3926,family,2,12057006501,2,144516,830,-82.51950529658248,27.90854797747062,33611
403261,3929,family,2,12057006501,2,144516,830,-82.51950529658248,27.90854797747062,33611
403262,3933,family,2,12057006501,1,145651,836,-82.51931581785279,27.908546847850108,33611
403262,3934,family,2,12057006501,1,145651,836,-82.51931581785279,27.908546847850108,33611
403262,3935,family,2,12057006501,2,128270,736,-82.51931581785279,27.908546847850108,33611
403262,3938,family,2,12057006501,2,128270,736,-82.51931581785279,27.908546847850108,33611
403263,3941,family,2,12057006501,1,58396,335,-82.51912958092244,27.908546578851663,33611
403263,3942,family,2,12057006501,1,58396,335,-82.51912958092244,27.908546578851663,33611
403264,3943,family,2,12057006501,1,14399,83,-82.5189434964413,27.90854637434024,33611
403264,3945,family,2,12057006501,1,14399,83,-82.5189434964413,27.90854637434024,33611
403265,3952,family,2,12057006501,1,74655,429,-82.51875580176339,27.908544473584453,33611
403265,3953,family,2,12057006501,1,74655,429,-82.51875580176339,27.908544473584453,33611
403266,3954,family,2,12057006501,1,4555,26,-82.51856052458871,27.908543897137008,33611
403266,3957,family,2,12057006501,1,4555,26,-82.51856052458871,27.908543897137008,33611
403874,3543,family,2,12057006400,1,234465,1346,-82.5277810388992,27.908626415822223,33611
403874,3546,family,2,12057006400,1,234465,1346,-82.5277810388992,27.908626415822223,33611
403875,3556,family,2,12057006400,1,228405,1311,-82.52800355149724,27.908628778345435,33611
403875,3563,family,2,12057006400,1,228405,1311,-82.52800355149724,27.908628778345435,33611
403875,3568,family,2,12057006400,2,212589,1220,-82.52800355149724,27.908628778345435,33611
403875,3570,family,2,12057006400,2,212589,1220,-82.52800355149724,27.908628778345435,33611
403876,3571,family,2,12057006400,1,132836,763,-82.52822375130346,27.908631731270454,33611
403876,3574,family,2,12057006400,1,132836,763,-82.52822375130346,27.908631731270454,33611
403877,3578,family,3,12057006400,1,244860,1115,-82.52844033130962,27.908634477519872,33611
403877,3581,family,3,12057006400,1,244860,1115,-82.52844033130962,27.908634477519872,33611
403877,3582,family,3,12057006400,1,244860,1115,-82.52844033130962,27.908634477519872,33611
403878,3588,family,3,12057006400,1,158096,720,-82.52865697107815,27.90863704354066,33611
403878,3593,family,3,12057006400,1,158096,720,-82.52865697107815,27.90863704354066,33611
403878,3599,family,3,12057006400,1,158096,720,-82.52865697107815,27.90863704354066,33611
403879,3600,family,3,12057006400,1,14039,64,-82.52887328612366,27.908640250577548,33611
403879,3605,family,3,12057006400,1,14039,64,-82.52887328612366,27.908640250577548,33611
403879,3612,family,3,12057006400,1,14039,64,-82.52887328612366,27.908640250577548,33611
403880,3613,family,3,12057006400,1,247020,1125,-82.5290961250605,27.90864268001241,33611
403880,3617,family,3,12057006400,1,247020,1125,-82.5290961250605,27.90864268001241,33611
403880,3619,family,3,12057006400,1,247020,1125,-82.5290961250605,27.90864268001241,33611
403881,3623,family,4,12057006400,1,139860,528,-82.52931896273081,27.908645310859438,33611
403881,3626,family,4,12057006400,1,139860,528,-82.52931896273081,27.908645310859438,33611
403881,3636,family,4,12057006400,1,139860,528,-82.52931896273081,27.908645310859438,33611
403881,3639,family,4,12057006400,1,139860,528,-82.52931896273081,27.908645310859438,33611
403882,3643,family,4,12057006400,1,17835,67,-82.52953603843164,27.90864809519652,33611
403882,3650,family,4,12057006400,1,17835,67,-82.52953603843164,27.90864809519652,33611
403882,3656,family,4,12057006400,1,17835,67,-82.52953603843164,27.90864809519652,33611
403882,3664,family,4,12057006400,1,17835,67,-82.52953603843164,27.90864809519652,33611
403883,3668,family,4,12057006400,1,247027,932,-82.52975677537104,27.908651098366636,33611
403883,3674,family,4,12057006400,1,247027,932,-82.52975677537104,27.908651098366636,33611
403883,3676,family,4,12057006400,1,247027,932,-82.52975677537104,27.908651098366636,33611
403883,3677,family,4,12057006400,1,247027,932,-82.52975677537104,27.908651098366636,33611
403883,3681,family,4,12057006400,2,115701,437,-82.52975677537104,27.908651098366636,33611
403883,3684,family,4,12057006400,2,115701,437,-82.52975677537104,27.908651098366636,33611
403883,3687,family,4,12057006400,2,115701,437,-82.52975677537104,27.908651098366636,33611
403883,3692,family,4,12057006400,2,115701,437,-82.52975677537104,27.908651098366636,33611
403883,3701,nonfamily,1,12057006400,3,128790,1000,-82.52975677537104,27.908651098366636,33611
403884,3702,nonfamily,1,12057006400,1,196248,1524,-82.52998186260545,27.9086534483885,33611
403885,3703,nonfamily,1,12057006400,1,210139,1632,-82.53020822256565,27.908656687341725,33611
403886,3709,nonfamily,1,12057006400,1,181675,1411,-82.5304834754566,27.90865975052201,33611
405563,529,nonfamily,2,12057006501,1,21427,123,-82.51830439305428,27.908543733631497,33611
405563,530,nonfamily,2,12057006501,1,21427,123,-82.51830439305428,27.908543733631497,33611
405564,10720,nonfamily,2,12057006600,1,115827,665,-82.51674149371946,27.908435912988708,33611
405564,10722,nonfamily,2,12057006600,1,115827,665,-82.51674149371946,27.908435912988708,33611
405565,1589,family,2,12057006600,1,120273,690,-82.51612466322626,27.90852003162922,33611
405565,1590,family,2,12057006600,1,120273,690,-82.51612466322626,27.90852003162922,33611
405566,1591,family,2,12057006600,1,163539,939,-82.5158627356529,27.908516773965165,33611
405566,1592,family,2,12057006600,1,163539,939,-82.5158627356529,27.908516773965165,33611
405567,1593,family,2,12057006600,1,51080,293,-82.51559881866689,27.908514384604945,33611
405567,1595,family,2,12057006600,1,51080,293,-82.51559881866689,27.908514384604945,33611
405568,1597,family,2,12057006600,1,46778,269,-82.51510419945458,27.90851032897459,33611
405568,1598,family,2,12057006600,1,46778,269,-82.51510419945458,27.90851032897459,33611
405569,1599,family,2,12057006600,1,46908,269,-82.51483957219865,27.908507867738965,33611
405569,1601,family,2,12057006600,1,46908,269,-82.51483957219865,27.908507867738965,33611
405570,1603,family,2,12057006600,1,56455,324,-82.51457705250111,27.90850631226866,33611
405570,1605,family,2,12057006600,1,56455,324,-82.51457705250111,27.90850631226866,33611
405853,1607,family,2,12057006600,1,87123,500,-82.51415660040465,27.90850182381088,33611
405853,1609,family,2,12057006600,1,87123,500,-82.51415660040465,27.90850182381088,33611
405854,1610,family,2,12057006600,1,63093,362,-82.51392879729474,27.90849906957444,33611
405854,1611,family,2,12057006600,1,63093,362,-82.51392879729474,27.90849906957444,33611
405854,1612,family,2,12057006600,2,41499,238,-82.51392879729474,27.90849906957444,33611
405854,1613,family,2,12057006600,2,41499,238,-82.51392879729474,27.90849906957444,33611
405855,1614,family,2,12057006600,1,55518,319,-82.51370403759837,27.9084972288046,33611
405855,1615,family,2,12057006600,1,55518,319,-82.51370403759837,27.9084972288046,33611
405856,1616,family,2,12057006600,1,80878,464,-82.51345543574855,27.908495326783687,33611
405856,1618,family,2,12057006600,1,80878,464,-82.51345543574855,27.908495326783687,33611
405857,1621,family,2,12057006600,1,87859,504,-82.51321384995732,27.90849264226947,33611
405857,1623,family,2,12057006600,1,87859,504,-82.51321384995732,27.90849264226947,33611
405858,1624,family,2,12057006600,1,32349,186,-82.5129740951775,27.90849159161988,33611
405858,1625,family,2,12057006600,1,32349,186,-82.5129740951775,27.90849159161988,33611
405859,1626,family,2,12057006600,1,222546,1278,-82.51273916100351,27.908488766944632,33611
405859,1627,family,2,12057006600,1,222546,1278,-82.51273916100351,27.908488766944632,33611
405860,1628,family,2,12057006600,1,69696,400,-82.51250847024065,27.90848626551578,33611
405860,1630,family,2,12057006600,1,69696,400,-82.51250847024065,27.90848626551578,33611
405861,1632,family,2,12057006600,1,55917,321,-82.5120882155427,27.908484128844066,33611
405861,1633,family,2,12057006600,1,55917,321,-82.5120882155427,27.908484128844066,33611
405862,1634,family,2,12057006600,1,83047,477,-82.51184741104332,27.908481591095136,33611
405862,1635,family,2,12057006600,1,83047,477,-82.51184741104332,27.908481591095136,33611
405863,1636,family,2,12057006600,1,98432,565,-82.51161533802417,27.90847949868908,33611
405863,1637,family,2,12057006600,1,98432,565,-82.51161533802417,27.90847949868908,33611
405864,1638,family,2,12057006600,1,30831,177,-82.51117484952475,27.908475433084693,33611
405864,1639,family,2,12057006600,1,30831,177,-82.51117484952475,27.908475433084693,33611
405865,1640,family,2,12057006600,1,18381,106,-82.51096305078042,27.90847265587572,33611
405865,1641,family,2,12057006600,1,18381,106,-82.51096305078042,27.90847265587572,33611
405866,1642,family,2,12057006600,1,109842,631,-82.51072729549291,27.90847181838107,33611
405866,1644,family,2,12057006600,1,109842,631,-82.51072729549291,27.90847181838107,33611
405867,1645,family,2,12057006600,1,26276,151,-82.51045652202868,27.908467565145006,33611
405867,1646,family,2,12057006600,1,26276,151,-82.51045652202868,27.908467565145006,33611
405980,1647,family,2,12057006600,1,154779,889,-82.50998919353086,27.908463571929687,33611
405980,1650,family,2,12057006600,1,154779,889,-82.50998919353086,27.908463571929687,33611
405981,1652,family,2,12057006600,1,58344,335,-82.50967611996215,27.908460492906716,33611
405981,1657,family,2,12057006600,1,58344,335,-82.50967611996215,27.908460492906716,33611
405982,1658,family,2,12057006600,1,166583,956,-82.50936127578403,27.908458473541245,33611
405982,1659,family,2,12057006600,1,166583,956,-82.50936127578403,27.908458473541245,33611
405983,1660,family,2,12057006600,1,104045,597,-82.50904983815568,27.908454870809685,33611
405983,1662,family,2,12057006600,1,104045,597,-82.50904983815568,27.908454870809685,33611
405984,1664,family,2,12057006600,1,121294,696,-82.5087365441508,27.908452898945605,33611
405984,1665,family,2,12057006600,1,121294,696,-82.5087365441508,27.908452898945605,33611
405985,1668,family,2,12057006600,1,40463,232,-82.50840971093028,27.90844994116276,33611
405985,1670,family,2,12057006600,1,40463,232,-82.50840971093028,27.90844994116276,33611
405986,1671,family,2,12057006600,1,73771,423,-82.50794705018447,27.90844768764157,33611
405986,1674,family,2,12057006600,1,73771,423,-82.50794705018447,27.90844768764157,33611
405987,1676,family,2,12057006600,1,44781,257,-82.50766173867004,27.908446140916457,33611
405987,1678,family,2,12057006600,1,44781,257,-82.50766173867004,27.908446140916457,33611
405988,1679,family,2,12057006600,1,245100,1407,-82.5072579792326,27.90804479305009,33611
405988,1680,family,2,12057006600,1,245100,1407,-82.5072579792326,27.90804479305009,33611
405988,1682,family,2,12057006600,2,13062,75,-82.5072579792326,27.90804479305009,33611
405988,1683,family,2,12057006600,2,13062,75,-82.5072579792326,27.90804479305009,33611
405989,10760,nonfamily,2,12057006600,1,54227,311,-82.50661542093263,27.90843838688663,33611
405989,10761,nonfamily,2,12057006600,1,54227,311,-82.50661542093263,27.90843838688663,33611
406096,19557,nonfamily,2,12057006700,1,232193,1333,-82.50580147865027,27.908431814538087,33611
406096,19558,nonfamily,2,12057006700,1,232193,1333,-82.50580147865027,27.908431814538087,33611
406097,19705,nonfamily,2,12057006700,1,217973,1251,-82.50544592317749,27.908429901830225,33611
406097,19706,nonfamily,2,12057006700,1,217973,1251,-82.50544592317749,27.908429901830225,33611
406098,19464,nonfamily,2,12057006700,1,204198,1172,-82.50506779318412,27.90842715285729,33611
406098,19465,nonfamily,2,12057006700,1,204198,1172,-82.50506779318412,27.90842715285729,33611
406099,19611,nonfamily,2,12057006700,1,140552,807,-82.50473579935182,27.908424889097063,33611
406099,19612,nonfamily,2,12057006700,1,140552,807,-82.50473579935182,27.908424889097063,33611
406100,19707,nonfamily,2,12057006700,1,57218,328,-82.50435920618153,27.908422725853608,33611
406100,19708,nonfamily,2,12057006700,1,57218,328,-82.50435920618153,27.908422725853608,33611
406102,4452,family,2,12057006700,1,201695,1158,-82.50340790515901,27.90841574868297,33611
406102,4454,family,2,12057006700,1,201695,1158,-82.50340790515901,27.90841574868297,33611
406103,4456,family,2,12057006700,1,14622,84,-82.50312447911475,27.908413630946804,33611
406103,4457,family,2,12057006700,1,14622,84,-82.50312447911475,27.908413630946804,33611
406103,4458,family,2,12057006700,2,122026,700,-82.50312447911475,27.908413630946804,33611
406103,4459,family,2,12057006700,2,122026,700,-82.50312447911475,27.908413630946804,33611
406104,4460,family,2,12057006700,1,54024,310,-82.50293460082615,27.90841212770096,33611
406104,4461,family,2,12057006700,1,54024,310,-82.50293460082615,27.90841212770096,33611
406104,4465,family,2,12057006700,2,50418,289,-82.50293460082615,27.90841212770096,33611
406104,4466,family,2,12057006700,2,50418,289,-82.50293460082615,27.90841212770096,33611
406105,4470,family,2,12057006700,1,119120,684,-82.50274529540468,27.90841067274784,33611
406105,4472,family,2,12057006700,1,119120,684,-82.50274529540468,27.90841067274784,33611
406105,4473,family,2,12057006700,2,121695,699,-82.50274529540468,27.90841067274784,33611
406105,4478,family,2,12057006700,2,121695,699,-82.50274529540468,27.90841067274784,33611
406107,19466,nonfamily,2,12057006700,1,152068,873,-82.50228628651064,27.908407428826838,33611
406107,19468,nonfamily,2,12057006700,1,152068,873,-82.50228628651064,27.908407428826838,33611
407931,4479,family,2,12057006700,1,208302,1196,-82.5006764086875,27.90842975702472,33611
407931,4481,family,2,12057006700,1,208302,1196,-82.5006764086875,27.90842975702472,33611
407932,4483,family,2,12057006700,1,33357,191,-82.50090686824977,27.90840809400988,33611
407932,4485,family,2,12057006700,1,33357,191,-82.50090686824977,27.90840809400988,33611
407934,4487,family,2,12057006700,1,56430,324,-82.50136802993927,27.908407411040287,33611
407934,4489,family,2,12057006700,1,56430,324,-82.50136802993927,27.908407411040287,33611
407935,4490,family,2,12057006700,1,202591,1163,-82.50158314507792,27.90840756680565,33611
407935,4495,family,2,12057006700,1,202591,1163,-82.50158314507792,27.90840756680565,33611
407936,4497,family,2,12057006700,1,243749,1399,-82.50180607594223,27.90840631569577,33611
407936,4499,family,2,12057006700,1,243749,1399,-82.50180607594223,27.90840631569577,33611
408043,19560,nonfamily,2,12057006700,1,73831,424,-82.49389508737546,27.908423171841974,33611
408043,19562,nonfamily,2,12057006700,1,73831,424,-82.49389508737546,27.908423171841974,33611
408044,4501,family,2,12057006700,1,249548,1433,-82.49407817949707,27.90842585195069,33611
408044,4503,family,2,12057006700,1,249548,1433,-82.49407817949707,27.90842585195069,33611
408045,4504,family,2,12057006700,1,13952,80,-82.49426274913309,27.908425198565787,33611
408045,4506,family,2,12057006700,1,13952,80,-82.49426274913309,27.908425198565787,33611
408046,4508,family,2,12057006700,1,204538,1174,-82.49444785665031,27.9084250938034,33611
408046,4509,family,2,12057006700,1,204538,1174,-82.49444785665031,27.9084250938034,33611
408047,4511,family,2,12057006700,1,11373,65,-82.49463396212359,27.90842417219043,33611
408047,4512,family,2,12057006700,1,11373,65,-82.49463396212359,27.90842417219043,33611
408048,4530,family,2,12057006700,1,232850,1337,-82.49485116509712,27.90842410303242,33611
408048,4531,family,2,12057006700,1,232850,1337,-82.49485116509712,27.90842410303242,33611
408049,4537,family,2,12057006700,1,163204,937,-82.49509902408009,27.90842406678784,33611
408049,4539,family,2,12057006700,1,163204,937,-82.49509902408009,27.90842406678784,33611
408051,4540,family,2,12057006700,1,33051,190,-82.49562381057075,27.90842253249496,33611
408051,4542,family,2,12057006700,1,33051,190,-82.49562381057075,27.90842253249496,33611
408051,4543,family,2,12057006700,2,15770,91,-82.49562381057075,27.90842253249496,33611
408051,4544,family,2,12057006700,2,15770,91,-82.49562381057075,27.90842253249496,33611
408052,4550,family,2,12057006700,1,97812,561,-82.49590160283677,27.908421569528468,33611
408052,4552,family,2,12057006700,1,97812,561,-82.49590160283677,27.908421569528468,33611
408052,4558,family,2,12057006700,2,63401,364,-82.49590160283677,27.908421569528468,33611
408052,4569,family,2,12057006700,2,63401,364,-82.49590160283677,27.908421569528468,33611
408053,4577,family,2,12057006700,1,153019,878,-82.49613477869141,27.90842124004969,33611
408053,4579,family,2,12057006700,1,153019,878,-82.49613477869141,27.90842124004969,33611
408053,4581,family,2,12057006700,2,82549,474,-82.49613477869141,27.90842124004969,33611
408053,4585,family,2,12057006700,2,82549,474,-82.49613477869141,27.90842124004969,33611
408054,4590,family,2,12057006700,1,25123,144,-82.4963515788987,27.90842083618822,33611
408054,4592,family,2,12057006700,1,25123,144,-82.4963515788987,27.90842083618822,33611
408054,4594,family,2,12057006700,2,121679,699,-82.4963515788987,27.90842083618822,33611
408054,4602,family,2,12057006700,2,121679,699,-82.4963515788987,27.90842083618822,33611
408055,4612,family,2,12057006700,1,115964,666,-82.49658099033331,27.908420188924737,33611
408055,4614,family,2,12057006700,1,115964,666,-82.49658099033331,27.908420188924737,33611
408056,4617,family,2,12057006700,1,202411,1162,-82.49682929422514,27.90841977573483,33611
408056,4618,family,2,12057006700,1,202411,1162,-82.49682929422514,27.90841977573483,33611
408057,4619,family,2,12057006700,1,214726,1233,-82.49707225837605,27.90841885988584,33611
408057,4620,family,2,12057006700,1,214726,1233,-82.49707225837605,27.90841885988584,33611
408058,4624,family,2,12057006700,1,31177,179,-82.49730538696835,27.90841896239462,33611
408058,4626,family,2,12057006700,1,31177,179,-82.49730538696835,27.90841896239462,33611
408059,4628,family,2,12057006700,1,2201,13,-82.49754425820441,27.908418099121626,33611
408059,4630,family,2,12057006700,1,2201,13,-82.49754425820441,27.908418099121626,33611
408060,4640,family,2,12057006700,1,91889,527,-82.4977743093422,27.908417725010228,33611
408060,4643,family,2,12057006700,1,91889,527,-82.4977743093422,27.908417725010228,33611
408061,4644,family,2,12057006700,1,57700,331,-82.49798981214555,27.908417024198965,33611
408061,4645,family,2,12057006700,1,57700,331,-82.49798981214555,27.908417024198965,33611
408063,4648,family,2,12057006700,1,124565,715,-82.49845856035029,27.90841601024561,33611
408063,4650,family,2,12057006700,1,124565,715,-82.49845856035029,27.90841601024561,33611
408064,4651,family,2,12057006700,1,229029,1315,-82.49869650129175,27.908415527790247,33611
408064,4653,family,2,12057006700,1,229029,1315,-82.49869650129175,27.908415527790247,33611
408127,4656,family,2,12057006700,1,53722,308,-82.49942622833218,27.908413725178622,33611
408127,4657,family,2,12057006700,1,53722,308,-82.49942622833218,27.908413725178622,33611
408128,4659,family,2,12057006700,1,122531,703,-82.49971345850997,27.908396047856943,33611
408128,4660,family,2,12057006700,1,122531,703,-82.49971345850997,27.908396047856943,33611
408657,4662,family,2,12057006700,1,63871,367,-82.4903590257898,27.908428664963917,33611
408657,4664,family,2,12057006700,1,63871,367,-82.4903590257898,27.908428664963917,33611
408657,4678,family,2,12057006700,2,170863,981,-82.4903590257898,27.908428664963917,33611
408657,4680,family,2,12057006700,2,170863,981,-82.4903590257898,27.908428664963917,33611
408658,4687,family,2,12057006700,1,248800,1428,-82.49076520680022,27.908430652182943,33611
408658,4695,family,2,12057006700,1,248800,1428,-82.49076520680022,27.908430652182943,33611
408658,4699,family,2,12057006700,2,170209,977,-82.49076520680022,27.908430652182943,33611
408658,4702,family,2,12057006700,2,170209,977,-82.49076520680022,27.908430652182943,33611
408659,4703,family,2,12057006700,1,182342,1047,-82.49095329416981,27.908431707547773,33611
408659,4705,family,2,12057006700,1,182342,1047,-82.49095329416981,27.908431707547773,33611
408659,4710,family,2,12057006700,2,110316,633,-82.49095329416981,27.908431707547773,33611
408659,4716,family,2,12057006700,2,110316,633,-82.49095329416981,27.908431707547773,33611
408660,4718,family,2,12057006700,1,33504,192,-82.49120248062955,27.908432538881584,33611
408660,4723,family,2,12057006700,1,33504,192,-82.49120248062955,27.908432538881584,33611
408660,4731,family,2,12057006700,2,35236,202,-82.49120248062955,27.908432538881584,33611
408660,4732,family,2,12057006700,2,35236,202,-82.49120248062955,27.908432538881584,33611
408662,4735,family,2,12057006700,1,221095,1269,-82.4918037475137,27.90843543645193,33611
408662,4738,family,2,12057006700,1,221095,1269,-82.4918037475137,27.90843543645193,33611
408663,4740,family,2,12057006700,1,239124,1373,-82.49206159107939,27.90843669298571,33611
408663,4742,family,2,12057006700,1,239124,1373,-82.49206159107939,27.90843669298571,33611
408664,4743,family,2,12057006700,1,243928,1400,-82.4923479782944,27.90843792327567,33611
408664,4747,family,2,12057006700,1,243928,1400,-82.4923479782944,27.90843792327567,33611
408664,4748,family,2,12057006700,2,186450,1070,-82.4923479782944,27.90843792327567,33611
408664,4750,family,2,12057006700,2,186450,1070,-82.4923479782944,27.90843792327567,33611
408665,4752,family,2,12057006700,1,185200,1063,-82.49266856144749,27.908439781717075,33611
408665,4753,family,2,12057006700,1,185200,1063,-82.49266856144749,27.908439781717075,33611
408665,4759,family,2,12057006700,2,113775,653,-82.49266856144749,27.908439781717075,33611
408665,4761,family,2,12057006700,2,113775,653,-82.49266856144749,27.908439781717075,33611
408666,4764,family,2,12057006700,1,103937,597,-82.49295277857783,27.90844055574048,33611
408666,4767,family,2,12057006700,1,103937,597,-82.49295277857783,27.90844055574048,33611
408666,4770,family,2,12057006700,2,240559,1381,-82.49295277857783,27.90844055574048,33611
408666,4773,family,2,12057006700,2,240559,1381,-82.49295277857783,27.90844055574048,33611
408666,4784,family,2,12057006700,3,203796,1170,-82.49295277857783,27.90844055574048,33611
408666,4786,family,2,12057006700,3,203796,1170,-82.49295277857783,27.90844055574048,33611
408667,4788,family,2,12057006700,1,101212,581,-82.49319979397188,27.908441987801577,33611
408667,4790,family,2,12057006700,1,101212,581,-82.49319979397188,27.908441987801577,33611
408668,4799,family,2,12057006700,1,57618,331,-82.4934922364173,27.90844165734582,33611
408668,4803,family,2,12057006700,1,57618,331,-82.4934922364173,27.90844165734582,33611
408668,4804,family,2,12057006700,2,135391,777,-82.4934922364173,27.90844165734582,33611
408668,4809,family,2,12057006700,2,135391,777,-82.4934922364173,27.90844165734582,33611
409084,4811,family,2,12057006700,1,142626,819,-82.49801257379141,27.904412669307437,33611
